Abundance_Controls,frac_aa_A,frac_aa_C,frac_aa_F,frac_aa_H,frac_aa_L,frac_aa_N,frac_aa_Q,frac_aa_R,molecular_weight,secondary_structure_fraction_disordered,gravy,fraction_buried,fraction_exposed_nonpolar_total,rsa_std,asa_sum,fraction_exposed_exposed_C,fraction_exposed_exposed_E,fraction_exposed_exposed_F,fraction_exposed_exposed_G,fraction_exposed_exposed_K,fraction_exposed_exposed_M,fraction_exposed_exposed_S,fraction_exposed_exposed_W,fraction_exposed_exposed_Y,nsp_secondary_structure_coil,nsp_secondary_structure_helix,Zeta Potential,Surface_Ligand,Dtem,Dh_functionalized,NP_incubation Concentration (mg/mL),Incubation Concentration (mg/ml),Abundance,NPUNID,Entry
3.97818750745931e-05,0.03260869565217391,0.0,0.05434782608695652,0.05434782608695652,0.108695652173913,0.03260869565217391,0.05434782608695652,0.03260869565217391,10685.09949999999,0.3152173913043478,-0.4434782608695652,0.326,0.1739130434782609,0.233,7238.135,0.0,0.0967741935483871,0.01612903225806452,0.04838709677419355,0.1612903225806452,0.01612903225806452,0.0,0.0,0.0,0.315,0.652,29,6,82,226,5.0,4,0.0264445128946008,21,P79105
3.97818750745931e-05,0.02888086642599278,0.0,0.03610108303249097,0.02166064981949458,0.1660649819494585,0.09747292418772563,0.04693140794223827,0.03610108303249097,31536.87070000001,0.1191335740072204,-0.4714801444043325,0.422,0.1299638989169675,0.244,18459.52,0.0,0.11875,0.0,0.04375,0.14375,0.025,0.08125,0.0,0.025,0.661,0.238,-42,3,82,149,5.0,4,0.0352013140250888,19,Q5E9C0
0.357467915843436,0.09453781512605042,0.006302521008403362,0.04831932773109244,0.02521008403361345,0.1596638655462185,0.03361344537815126,0.04411764705882353,0.03781512605042017,51423.51240000007,0.09243697478991597,0.1065126050420165,0.408,0.2457983193277311,0.249,30970.776,0.007092198581560284,0.07092198581560284,0.01773049645390071,0.0673758865248227,0.06382978723404255,0.003546099290780142,0.1205673758865248,0.01063829787234043,0.007092198581560284,0.481,0.29,12,6,244,291,5.0,40,0.0844316631761687,32,P01017
0.0184262933668031,0.04444444444444445,0.05982905982905983,0.02991452991452992,0.02222222222222222,0.0547008547008547,0.06495726495726496,0.04358974358974359,0.05384615384615385,129532.6465000004,0.3384615384615385,-0.7239316239316238,0.404,0.2068376068376068,0.218,78014.325,0.01291248206599713,0.06456241032998565,0.01004304160688666,0.08608321377331421,0.07604017216642754,0.00860832137733142,0.07747489239598278,0.005738880918220947,0.02008608321377331,0.666,0.085,12,6,98,229,5.0,40,0.0326965436677033,33,Q28178
0.0926176580800145,0.06623931623931624,0.008547008547008548,0.05555555555555555,0.02564102564102564,0.1324786324786325,0.02991452991452992,0.04914529914529914,0.04487179487179487,51722.63900000011,0.1752136752136751,-0.07158119658119658,0.393,0.2286324786324786,0.253,32029.961,0.007042253521126761,0.07042253521126761,0.01408450704225352,0.06338028169014084,0.08098591549295775,0.01056338028169014,0.102112676056338,0.0,0.00352112676056338,0.513,0.241,-12,7,98,271,5.0,4,1.046075860983492,24,P50448
0.000492017508373055,0.05627705627705628,0.01082251082251082,0.04329004329004329,0.04329004329004329,0.09307359307359307,0.0670995670995671,0.04112554112554113,0.06926406926406926,52668.14810000005,0.2077922077922078,-0.5021645021645018,0.463,0.2121212121212121,0.252,29483.555,0.004032258064516129,0.0564516129032258,0.01209677419354839,0.0846774193548387,0.07258064516129033,0.01209677419354839,0.04435483870967742,0.01209677419354839,0.04032258064516129,0.606,0.219,-11,7,244,316,5.0,4,0.0057465743367894,30,Q2KJ83
3.97818750745931e-05,0.08942457231726283,0.007776049766718507,0.02332814930015552,0.02643856920684292,0.1290824261275272,0.01788491446345257,0.04432348367029549,0.05598755832037325,139696.7262000003,0.135303265940902,-0.01376360808709189,0.449,0.2247278382581649,0.235,76133.736,0.005649717514124294,0.1242937853107345,0.00847457627118644,0.08898305084745763,0.03813559322033899,0.00847457627118644,0.08615819209039548,0.005649717514124294,0.00847457627118644,0.489,0.334,39,6,182,282,5.0,40,0.0778890049918976,27,P12661
0.435971436460038,0.103448275862069,0.01379310344827586,0.06896551724137931,0.03448275862068965,0.1379310344827586,0.02758620689655172,0.02758620689655172,0.04137931034482759,15859.02499999999,0.1310344827586207,0.0517241379310345,0.469,0.1517241379310345,0.253,9158.122,0.01298701298701299,0.1168831168831169,0.0,0.05194805194805195,0.1428571428571428,0.01298701298701299,0.1038961038961039,0.0,0.0,0.221,0.779,29,6,82,288,5.0,40,1.792714447073866,29,P02081
0.0372600982963244,0.04065040650406504,0.01463414634146342,0.03739837398373984,0.02276422764227642,0.06341463414634146,0.04227642276422764,0.03577235772357724,0.06341463414634146,67011.37560000035,0.2845528455284553,-0.8297560975609737,0.07,0.375609756097561,0.147,57342.123,0.008741258741258742,0.07167832167832168,0.03496503496503497,0.1153846153846154,0.07167832167832168,0.008741258741258742,0.1118881118881119,0.01748251748251748,0.003496503496503497,0.761,0.193,-12,7,98,271,5.0,40,0.1018076729003359,25,P02672
3.97818750745931e-05,0.07482993197278912,0.01870748299319728,0.02636054421768708,0.01020408163265306,0.07142857142857142,0.04081632653061224,0.03061224489795918,0.03486394557823129,128823.7877000005,0.2491496598639455,-0.675935374149659,0.264,0.2763605442176871,0.257,102919.628,0.004624277456647399,0.1202312138728324,0.01502890173410405,0.06011560693641618,0.1375722543352601,0.01040462427745665,0.07630057803468208,0.0,0.0115606936416185,0.656,0.122,29,6,82,288,5.0,40,0.0145281245385769,29,Q28824
0.357467915843436,0.09453781512605042,0.006302521008403362,0.04831932773109244,0.02521008403361345,0.1596638655462185,0.03361344537815126,0.04411764705882353,0.03781512605042017,51423.51240000007,0.09243697478991597,0.1065126050420165,0.408,0.2457983193277311,0.249,30970.776,0.007092198581560284,0.07092198581560284,0.01773049645390071,0.0673758865248227,0.06382978723404255,0.003546099290780142,0.1205673758865248,0.01063829787234043,0.007092198581560284,0.481,0.29,-7,4,200,266,2.4,40,0.0485992981069744,34,P01017
3.97818750745931e-05,0.08829568788501027,0.03285420944558522,0.02258726899383984,0.01642710472279261,0.08008213552361396,0.03696098562628337,0.03285420944558522,0.0595482546201232,51906.13310000004,0.2156057494866529,-0.1550308008213552,0.357,0.2731006160164271,0.257,35563.853,0.01916932907348243,0.08945686900958466,0.01597444089456869,0.0926517571884984,0.0926517571884984,0.006389776357827476,0.05750798722044728,0.0,0.01277955271565495,0.604,0.14,-12,7,98,271,5.0,40,0.0111741792149514,25,F1N152
3.97818750745931e-05,0.06569343065693431,0.0145985401459854,0.05474452554744526,0.02554744525547445,0.1167883211678832,0.02554744525547445,0.02554744525547445,0.06204379562043796,30740.82480000001,0.1715328467153285,-0.214963503649635,0.398,0.2664233576642336,0.252,18396.614,0.006060606060606061,0.1151515151515152,0.04242424242424243,0.08484848484848485,0.08484848484848485,0.006060606060606061,0.06060606060606061,0.0,0.02424242424242424,0.58,0.263,-42,3,82,151,5.0,40,0.0040059170208477,28,Q9BGI2
3.97818750745931e-05,0.09829059829059829,0.008547008547008548,0.03418803418803419,0.0170940170940171,0.08547008547008547,0.02991452991452992,0.04700854700854701,0.04700854700854701,25898.26620000002,0.1794871794871794,-0.1863247863247864,0.436,0.188034188034188,0.234,14488.285,0.0,0.1212121212121212,0.02272727272727273,0.08333333333333333,0.09848484848484848,0.01515151515151515,0.06818181818181818,0.0,0.06060606060606061,0.363,0.359,12,6,98,229,5.0,40,0.1307701870095609,33,Q3T0Y5
3.97818750745931e-05,0.04210526315789474,0.02105263157894737,0.03157894736842105,0.0,0.131578947368421,0.02631578947368421,0.03684210526315789,0.1421052631578947,21566.82679999998,0.1789473684210525,-0.6731578947368416,0.168,0.4315789473684211,0.21,17726.842,0.0,0.05696202531645569,0.0189873417721519,0.04430379746835443,0.0189873417721519,0.006329113924050633,0.0759493670886076,0.01265822784810127,0.0,0.742,0.084,-63,1,200,221,4.0,40,0.0162021150766507,18,P19661
