Entry,prot2,prot,MW,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
P02769,Albumin ,Albumin (BSA) (allergen Bos d 6),69293.0,15.848661348899313,19.89222103848512,17.616806369634695,19.9012834171676,30.39449763473706,33.38521752899913,41.41128415265897,26.93520235946263,32.543372705400756,33.70602085326913,42.727327616800196,27.328052701814944,43.501541575323685,35.54003768648853,46.018600227560164,36.938653490513715,23.366569356920127,16.849000360925267,14.604379191894418,54.31862220364875,37.796225369964134,36.65654655988436,37.92063238076778
P12763,Alpha-2-HS-glycoprotein ,Alpha-2-HS-glycoprotein (Asialofetuin) (Fetuin-A),38419.0,30.56022787606947,7.608835735001312,4.708894020880983,5.765331157995393,9.031274096218509,10.579017940895907,12.140125020213125,8.884685785012913,10.261447966484674,12.579561972218176,13.773789122286075,12.546437946556852,14.123780352834839,13.351714511482884,14.440332026368086,13.230383572614043,8.3094424578153,3.9974850444278274,3.3760274128151204,15.688263983949364,12.36269361711721,11.956895644303653,11.216190652854706
P01966,Hemoglobin subunit alpha ,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin],15184.0,3.770611746714851,13.841977820815677,1.187970818662882,2.6156540851912022,1.151745397524175,1.0352812098081723,3.3939064763481657,1.8587471170053556,6.811955877203137,1.255382989606989,2.0303747424280076,1.4900205731370058,1.1686780487547748,1.6381498509397054,2.8742819938843334,0.9600486024001568,1.7547239418877703,39.949099589121744,41.95586450420701,0.5128746422924938,1.5040979849656362,1.9651243303127626,1.960179031393815
P34955,Alpha-1-antiproteinase ,Alpha-1-antiproteinase (Alpha-1-antitrypsin) (Alpha-1-proteinase inhibitor) (Serpin A1),46104.0,3.186215783937648,3.0058944538228802,2.9307289784758597,3.0937954368907286,3.182220153267069,3.4013392725421046,6.046821933060763,4.3753257742245895,4.305766493979315,5.4749155960664115,6.235565242449566,3.093565326212125,5.910902576302279,4.964375265000819,5.749453402553308,3.7597421691344217,2.2382552270580223,4.08362271628724,3.5894816489535053,7.549853969822911,4.774154815694443,5.1189415675524295,4.531600391577894
Q2UVX4,Complement C3 ,Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; C3-beta-c (C3bc); Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2],187253.0,1.3416431582675277,0.5426607673063099,17.596676800888503,13.89373247223234,4.5921109289860205,2.5511788303816676,1.199024202620512,2.418831271941794,1.1466165715167846,3.862339784367307,1.0002434684840469,9.072796977704652,1.9475363546173912,0.8751324064621736,0.7573670920066536,0.5378970602689082,0.5180805706907174,0.2724346592921092,0.21484644885873425,0.7765461152824449,5.240853350750697,5.193435209801953,5.416022143612484
P15497,Apolipoprotein A-I ,Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I],30276.0,7.0929071319793175,4.932383196228193,1.2336439233182788,2.0523700001271856,2.0348001504059,1.6474333901642255,1.527653718794193,3.324462870998204,1.8264440759060214,1.2594266123283218,1.6657480829683446,0.8267369389651773,1.5999741007110273,3.9256458355826624,1.2723203710552349,0.895094824110952,1.0282595219086963,13.727956107365936,13.599551530855969,1.1950052478161228,1.4991308116837812,1.4700337579449596,1.5198299427173378
P00735,Prothrombin ,Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain],70506.0,1.350949067181888,6.365263898794687,1.7051371804036388,1.2496088553123244,6.172194882433027,6.435608914460893,0.7551369929754321,2.0909373542964818,1.0162222261097038,1.8027520585383816,2.3469398778057133,1.9726542826479336,2.304631516018525,1.3715887060410412,0.7670384343209273,5.219529945180039,7.7329803967768225,0.6849042613726761,1.0418932531908762,0.08888342954522734,1.81928795335752,1.8788248182548168,1.9966765564542042
Q03247,Apolipoprotein E ,Apolipoprotein E (Apo-E),35980.0,0.561119945450446,1.997849350609219,1.3062691389760552,1.2582044054289898,1.3822979654105523,0.3822976806695422,5.745205224748716,2.2792394049648323,8.558129533768193,3.0859506703523563,0.16965073875112086,2.089169114357233,1.911279780490525,2.414924870505487,7.186816753191634,0.1467107707868694,0.20130764747292992,4.672037535531762,5.321979433581769,0.01719293149207153,2.118611939319686,2.1814388490211485,2.186906544319708
Q29443,Serotransferrin ,Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin),77753.0,0.23914731300110284,0.26877915088385207,1.2106731555426777,1.3195113600587396,1.2331950310795057,1.8746864634501357,3.914957702860765,1.363146685483543,3.1872530505518673,3.3574907396620004,4.506760417837376,1.9386967099696677,3.9053868766655833,2.423453234777191,3.3531438245993104,2.3594974017726793,1.5563850626949487,0.5012983139505165,0.4253676595839251,7.639763117200252,3.3374869532922964,3.2019080084647427,3.06487645338816
