Abundance_Controls,Mass,frac_aa_A,frac_aa_C,frac_aa_D,frac_aa_F,frac_aa_H,frac_aa_I,frac_aa_K,frac_aa_N,frac_aa_Q,frac_aa_S,frac_aa_T,frac_aa_V,frac_aa_W,frac_aa_Y,molecular_weight,instability_index,flexibility_max,flexibility_min,isoelectric_point,secondary_structure_fraction_helix,secondary_structure_fraction_sheet,secondary_structure_fraction_disordered,fraction_exposed,fraction_buried,fraction_exposed_nonpolar_total,fraction_exposed_nonpolar_exposed,rsa_std,asa_sum,fraction_exposed_exposed_A,fraction_exposed_exposed_C,fraction_exposed_exposed_D,fraction_exposed_exposed_E,fraction_exposed_exposed_F,fraction_exposed_exposed_G,fraction_exposed_exposed_H,fraction_exposed_exposed_K,fraction_exposed_exposed_L,fraction_exposed_exposed_M,fraction_exposed_exposed_P,fraction_exposed_exposed_R,fraction_exposed_exposed_S,fraction_exposed_exposed_T,fraction_exposed_exposed_V,fraction_exposed_exposed_W,fraction_exposed_exposed_Y,nsp_secondary_structure_coil,nsp_secondary_structure_sheet,nsp_secondary_structure_helix,nsp_disordered,Zeta Potential,Core_Iron_Oxide,Ligand_Citrate,Ligand_PEI,Ligand_PVP,Dtem,Dh_functionalized,Centrifuged,NP_incubation Concentration (mg/mL),Incubation Concentration (mg/ml),Abundance,NPUNID,Entry
0.000351715,75783,0.06616541353383458,0.01503759398496241,0.05864661654135338,0.03909774436090226,0.02406015037593985,0.0481203007518797,0.05263157894736842,0.02105263157894737,0.05714285714285714,0.07368421052631578,0.03909774436090226,0.05413533834586466,0.02255639097744361,0.02706766917293233,75781.66400000031,53.34315789473705,1.100666666666667,0.9416904761904762,6.200417900085449,0.3097744360902256,0.281203007518797,0.1984962406015037,0.642,0.358,0.2345864661654135,0.3653395784543326,0.234,47845.653,0.06088992974238876,0.0,0.08196721311475409,0.107728337236534,0.01639344262295082,0.07962529274004684,0.02107728337236534,0.07728337236533958,0.0585480093676815,0.01639344262295082,0.07259953161592506,0.0936768149882904,0.0936768149882904,0.03981264637002342,0.03981264637002342,0.00936768149882904,0.01405152224824356,0.568,0.192,0.239,0.182,-49,1,1,0,0,182,218,0,5.0,40,0.2937559340567536,26,Q32LP0
0.007989798,272154,0.04277643260694108,0.02502017756255044,0.04882970137207426,0.02058111380145278,0.01937046004842615,0.05004035512510089,0.03188054882970137,0.04156577885391444,0.05407586763518967,0.08151735270379339,0.1053268765133172,0.0811138014527845,0.01614205004035512,0.04075867635189669,272150.3713999994,40.50178369652983,1.075214285714286,0.9281904761904762,5.326632118225096,0.2663438256658596,0.1711057304277643,0.2784503631961259,0.661,0.339,0.2308313155770783,0.3492063492063492,0.23,176322.047,0.03418803418803419,0.0006105006105006105,0.06715506715506715,0.08791208791208792,0.01037851037851038,0.09218559218559219,0.02686202686202686,0.0409035409035409,0.03601953601953602,0.008547008547008548,0.09340659340659341,0.07264957264957266,0.08424908424908426,0.115995115995116,0.05006105006105006,0.001221001221001221,0.01953601953601954,0.566,0.429,0.005,0.107,-63,0,0,0,0,200,221,1,4.0,4,0.5985022868906998,17,P07589
0.000351715,46417,0.0703883495145631,0.01213592233009709,0.03883495145631068,0.03883495145631068,0.02427184466019417,0.06553398058252427,0.07766990291262135,0.0412621359223301,0.0412621359223301,0.05339805825242718,0.0412621359223301,0.07281553398058252,0.01213592233009709,0.04611650485436893,46416.6453,37.31871359223301,1.074666666666667,0.9394880952380953,7.145309257507324,0.3179611650485437,0.2597087378640777,0.1990291262135921,0.437,0.563,0.1213592233009709,0.2777777777777778,0.218,22127.853,0.01666666666666667,0.0,0.06111111111111111,0.15,0.0,0.08333333333333333,0.03333333333333333,0.1611111111111111,0.02777777777777778,0.02222222222222222,0.07777777777777778,0.06666666666666667,0.03333333333333333,0.04444444444444445,0.03888888888888889,0.0,0.03333333333333333,0.345,0.189,0.466,0.012,29,1,0,1,0,82,226,0,5.0,4,0.001470956885600447,21,P14568
0.000351715,41590,0.04878048780487805,0.01897018970189702,0.05691056910569105,0.04065040650406504,0.02981029810298103,0.05149051490514905,0.06504065040650407,0.07046070460704607,0.02981029810298103,0.05691056910569105,0.03523035230352303,0.05149051490514905,0.01084010840108401,0.02981029810298103,41589.5618,40.37750677506774,1.06275,0.9339404761904762,6.831501197814942,0.3414634146341463,0.2764227642276423,0.1219512195121952,0.593,0.407,0.2357723577235772,0.3972602739726027,0.259,25511.884,0.0593607305936073,0.0,0.0684931506849315,0.0730593607305936,0.0273972602739726,0.0776255707762557,0.0319634703196347,0.1050228310502283,0.0730593607305936,0.0182648401826484,0.091324200913242,0.0593607305936073,0.0730593607305936,0.045662100456621,0.0273972602739726,0.0182648401826484,0.0319634703196347,0.829,0.125,0.046,0.165,-12,0,0,0,1,98,271,0,5.0,4,0.003549624420411381,24,P21809
0.00569657,82362,0.06746031746031746,0.05952380952380952,0.1283068783068783,0.03571428571428571,0.01455026455026455,0.02248677248677249,0.03306878306878307,0.05687830687830688,0.06349206349206349,0.04232804232804233,0.05026455026455026,0.07407407407407407,0.01322751322751323,0.01322751322751323,82361.6344000004,40.41497354497371,1.07377380952381,0.9427023809523809,4.372760200500489,0.2116402116402116,0.1759259259259259,0.3544973544973545,0.597,0.403,0.2619047619047619,0.4390243902439024,0.22,49323.511,0.07760532150776053,0.01330376940133038,0.1019955654101996,0.05543237250554324,0.01995565410199556,0.09977827050997783,0.01330376940133038,0.05099778270509978,0.05543237250554324,0.01995565410199556,0.08647450110864745,0.08869179600886919,0.05099778270509978,0.06651884700665188,0.06430155210643015,0.002217294900221729,0.002217294900221729,0.706,0.204,0.09,0.066,29,1,0,1,0,82,226,0,5.0,4,0.05694409684751912,21,P35445
0.000351715,21567,0.04210526315789474,0.02105263157894737,0.04736842105263158,0.03157894736842105,0.0,0.03157894736842105,0.02631578947368421,0.02631578947368421,0.03684210526315789,0.06315789473684211,0.03684210526315789,0.04736842105263158,0.01052631578947368,0.01052631578947368,21566.82679999998,55.2036842105263,1.071773809523809,0.939952380952381,10.87376956939697,0.2631578947368421,0.2315789473684211,0.1789473684210525,0.832,0.168,0.4315789473684211,0.5189873417721519,0.21,17726.842,0.0379746835443038,0.0,0.05696202531645569,0.05696202531645569,0.0189873417721519,0.04430379746835443,0.0,0.0189873417721519,0.1012658227848101,0.006329113924050633,0.2341772151898734,0.1708860759493671,0.0759493670886076,0.02531645569620253,0.0379746835443038,0.01265822784810127,0.0,0.742,0.174,0.084,0.495,-63,0,0,0,0,200,221,1,4.0,40,0.005166554477738021,18,P19661
0.000351715,31570,0.08247422680412371,0.06185567010309279,0.04467353951890034,0.02061855670103093,0.0274914089347079,0.01374570446735395,0.06529209621993128,0.02405498281786942,0.03436426116838488,0.07216494845360824,0.04123711340206185,0.04467353951890034,0.006872852233676976,0.0274914089347079,31569.80610000002,47.6649828178694,1.071821428571429,0.933,9.034293174743652,0.1890034364261168,0.2371134020618557,0.2783505154639175,0.828,0.172,0.3780068728522337,0.4564315352697095,0.203,27103.53,0.08713692946058091,0.01244813278008299,0.04564315352697095,0.06639004149377593,0.02074688796680498,0.0954356846473029,0.03319502074688797,0.07883817427385892,0.05809128630705394,0.02489626556016597,0.1161825726141079,0.0954356846473029,0.08298755186721991,0.03734439834024896,0.03734439834024896,0.004149377593360996,0.02904564315352697,0.825,0.082,0.093,0.416,29,1,0,1,0,82,288,0,5.0,40,0.0005328454410607639,29,P20959
0.007044115,38756,0.03508771929824561,0.01754385964912281,0.05555555555555555,0.03508771929824561,0.02339181286549707,0.04678362573099415,0.07894736842105263,0.08771929824561403,0.02923976608187134,0.09064327485380116,0.03216374269005848,0.04970760233918128,0.002923976608187134,0.05847953216374269,38755.9688,43.2736842105263,1.073857142857143,0.9415119047619048,5.930432701110839,0.3596491228070176,0.2719298245614035,0.08771929824561409,0.588,0.412,0.1842105263157895,0.3134328358208955,0.259,22985.49,0.04477611940298507,0.009950248756218905,0.05970149253731343,0.0845771144278607,0.01492537313432836,0.07462686567164178,0.02985074626865672,0.1343283582089552,0.05472636815920398,0.009950248756218905,0.06965174129353234,0.01492537313432836,0.1243781094527363,0.04477611940298507,0.03482587064676617,0.0,0.06467661691542288,0.807,0.123,0.07,0.099,-11,0,0,0,1,182,316,0,5.0,40,0.008367470734846082,23,Q05443
0.000351715,26399,0.048582995951417,0.01619433198380567,0.03238866396761134,0.048582995951417,0.02024291497975709,0.048582995951417,0.0728744939271255,0.04453441295546558,0.04453441295546558,0.06477732793522267,0.06072874493927125,0.06882591093117409,0.004048582995951417,0.02024291497975709,26398.90360000001,18.90242914979756,1.069940476190476,0.9381071428571429,9.534890174865723,0.2631578947368421,0.1821862348178138,0.2186234817813766,0.749,0.251,0.3724696356275304,0.4972972972972973,0.238,20742.7,0.03783783783783784,0.005405405405405406,0.03783783783783784,0.05405405405405406,0.01081081081081081,0.1567567567567568,0.02162162162162162,0.0972972972972973,0.04864864864864865,0.01081081081081081,0.1243243243243243,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.06486486486486487,0.005405405405405406,0.01081081081081081,0.733,0.255,0.012,0.405,-11,0,0,0,1,244,316,0,5.0,4,0.02424822808962952,30,Q2KIV9
0.033072143,45297,0.07178217821782178,0.007425742574257425,0.03712871287128713,0.05445544554455446,0.01237623762376238,0.04950495049504951,0.07178217821782178,0.03217821782178218,0.05445544554455446,0.06683168316831684,0.05693069306930693,0.07178217821782178,0.004950495049504951,0.02475247524752475,45296.25810000004,40.11935643564355,1.075690476190476,0.9191428571428572,9.398475074768069,0.3267326732673267,0.2871287128712871,0.1732673267326734,0.559,0.441,0.1806930693069307,0.3230088495575221,0.259,26429.196,0.04867256637168142,0.008849557522123894,0.06194690265486726,0.1061946902654867,0.008849557522123894,0.084070796460177,0.01327433628318584,0.1150442477876106,0.04867256637168142,0.02212389380530973,0.07079646017699115,0.09734513274336283,0.084070796460177,0.05309734513274336,0.03097345132743363,0.0,0.01327433628318584,0.45,0.297,0.252,0.121,29,1,0,1,0,82,288,0,5.0,40,0.1852519415578185,29,Q9N2I2
